fLength,fSize,fConc,fConc1,fAlpha,fDist,class
105.498,3.2654,0.2518,0.1636,0.965,328.706,1
60.5135,3.021,0.1963,0.1034,6.909,252.777,1
24.6622,2.4969,0.4968,0.2723,0.9875,134.912,1
26.7498,2.7235,0.3781,0.2013,15.4262,214.837,1
18.2881,2.4023,0.5149,0.2673,48.0394,157.526,1
38.8511,2.8724,0.2938,0.1764,2.089,154.78,1
20.0259,2.4749,0.4992,0.2663,28.966,46.7453,1
62.2387,2.7738,0.3266,0.1726,11.48,263.398,1
29.7368,2.4526,0.3774,0.2169,43.616,106.011,1
27.9286,2.4691,0.5263,0.3209,4.7018,146.317,1
65.3382,3.363,0.1985,0.1207,0.847,294.505,1
33.8011,2.4409,0.4022,0.2264,0.6014,95.0528,1
33.5536,2.7271,0.4349,0.3008,5.2729,180.283,1
65.739,3.4049,0.1779,0.1175,2.7714,223.683,1
16.9619,2.2343,0.828,0.5685,82.7575,113.965,1
25.7435,2.3936,0.5495,0.2808,8.982,181.026,1
50.7112,3.4817,0.1963,0.0991,0.5754,181.872,1
18.3601,2.5004,0.5845,0.327,9.025,134.525,1
21.887,2.1255,0.7116,0.3783,24.1247,86.2358,1
17.1349,2.356,0.5771,0.3194,8.1236,186.055,1
24.7931,2.7536,0.4109,0.2284,5.178,197.253,1
63.7247,3.2632,0.2057,0.1121,3.4161,291.715,1
28.5282,2.3181,0.5769,0.3245,21.4331,196.466,1
43.3688,3.0565,0.2616,0.1462,0.3246,188.124,1
34.5219,2.238,0.5665,0.3382,25.801,146.997,1
30.7934,2.7131,0.3562,0.1926,5.0435,207.784,1
37.6859,2.5694,0.3342,0.1712,0.588,182.013,1
12.9733,2.1658,0.7713,0.529,6.984,91.4518,1
79.4951,3.123,0.2282,0.1337,0.3713,290.988,1
22.4846,2.2776,0.4591,0.2507,78.7388,167.476,1
34.6563,2.9112,0.2896,0.1528,24.765,55.6633,1
20.5019,2.3551,0.4636,0.2406,1.3685,177.406,1
29.9126,2.7135,0.4603,0.2369,2.5305,202.792,1
106.649,3.9923,0.071,0.0356,3.207,216.081,1
45.7164,2.9066,0.2839,0.1668,20.0713,214.177,1
40.2136,3.145,0.2728,0.1622,1.5993,146.986,1
31.1292,2.7796,0.309,0.1769,5.722,229.417,1
85.2648,3.2977,0.1738,0.0894,4.185,280.578,1
19.633,2.4864,0.5253,0.3344,51.7326,154.356,1
93.0262,2.8968,0.2651,0.1427,0.2526,310.38,1
71.8727,3.4833,0.1817,0.0932,5.923,197.859,1
19.8358,2.4273,0.5009,0.2785,15.6293,58.9761,1
17.1299,2.2577,0.6575,0.4116,80.5999,159.324,1
37.4523,2.7054,0.3429,0.1823,13.1409,193.696,1
65.524,3.5027,0.1691,0.0866,5.325,231.693,1
45.9832,2.9325,0.2734,0.1408,15.1333,187.894,1
13.0784,2.1688,0.7864,0.5119,37.04,100.778,1
20.7519,2.5688,0.4265,0.2632,3.859,68.7853,1
18.8618,2.5581,0.6224,0.397,36.709,125.482,1
91.5247,2.8603,0.2966,0.1731,5.0549,205.349,1
104.577,4.1169,0.0853,0.0427,0.111,303.171,1
167.274,3.1045,0.1855,0.0955,14.111,237.343,1
42.6857,2.7105,0.3369,0.1743,0.8095,153.29,1
74.8406,3.6868,0.1415,0.0795,10.0169,191.943,1
13.1298,2.1319,0.7675,0.417,21.8775,67.1323,1
32.2784,2.7941,0.2859,0.1486,0.428,251.047,1
50.5321,3.5064,0.2103,0.122,3.431,211.479,1
26.8933,2.3829,0.5052,0.2588,11.6582,136.793,1
65.7225,3.2913,0.1989,0.103,3.3145,219.849,1
16.5162,2.3263,0.6604,0.375,24.0178,230.687,1
12.8598,2.1287,0.7212,0.4275,41.4708,169.016,1
21.0145,2.3304,0.5701,0.2967,3.9389,188.343,1
12.6365,2.0394,0.7032,0.379,39.212,223.925,1
27.3905,2.5775,0.4577,0.2474,19.736,138.797,1
20.5568,2.6425,0.4875,0.2995,39.2421,219.021,1
48.7524,2.8215,0.3424,0.2119,6.9178,200.104,1
35.3734,2.8215,0.2624,0.1425,41.747,139.644,1
47.0642,3.2863,0.2529,0.1508,4.411,186.203,1
18.4641,2.2923,0.6173,0.3087,11.6166,210.507,1
25.5536,2.3531,0.4435,0.2417,79.873,75.5272,1
50.2003,3.1778,0.178,0.0946,12.513,210.999,1
85.0313,3.0624,0.2252,0.1174,1.7685,336.706,1
25.1893,2.5599,0.3554,0.1915,40.633,248.737,1
22.9768,2.5353,0.4869,0.2872,2.625,165.575,1
24.5434,2.2878,0.6134,0.4046,79.211,197.495,1
71.1997,2.8195,0.3045,0.1614,8.079,250.935,1
46.6118,3.1575,0.263,0.1347,1.0271,269.663,1
63.9757,2.6048,0.5217,0.2944,13.222,286.217,1
85.1967,3.8162,0.1539,0.0819,1.473,330.595,1
18.2548,2.233,0.5789,0.3012,0.535,76.4374,1
12.5778,2.0774,0.7029,0.3556,58.1539,104.656,1
12.7824,2.0314,0.7256,0.3767,68.3548,226.328,1
88.0991,3.6718,0.1367,0.0753,1.892,273.85,1
29.6058,2.6207,0.3162,0.1617,9.0521,134.291,1
86.757,2.3997,0.6813,0.3805,2.9754,331.477,1
35.8562,2.9945,0.2724,0.1392,4.6729,145.475,1
17.5896,2.5072,0.5381,0.3188,21.5205,159.421,1
20.5664,2.4907,0.4653,0.2375,9.632,89.1076,1
25.0728,2.081,0.7054,0.3942,0.0003,177.51,1
52.735,2.6561,0.5563,0.3609,8.9282,277.766,1
104.44,3.0,0.218,0.1315,3.2824,285.612,1
12.9698,2.1804,0.7459,0.4455,55.8846,164.66,1
61.2341,2.941,0.3391,0.2079,5.7324,146.189,1
22.7677,2.2577,0.6077,0.3343,19.7637,147.728,1
32.7458,2.6026,0.3196,0.1835,27.897,98.2962,1
25.5161,2.5472,0.3376,0.1716,6.024,175.886,1
103.088,2.8028,0.3087,0.1614,1.171,214.229,1
12.7717,2.07,0.7149,0.4043,87.9981,213.523,1
34.1275,2.8062,0.2953,0.1539,0.9488,130.314,1
42.1563,3.5327,0.1836,0.1013,49.156,181.634,1
40.3641,2.8218,0.3361,0.1816,4.31,251.989,1
21.7439,2.2683,0.7601,0.504,11.6322,177.398,1
93.8711,4.0372,0.1239,0.0632,3.2,281.297,1
26.9106,2.4158,0.3685,0.2207,15.0466,67.5852,1
51.1226,2.8817,0.2758,0.1845,3.888,221.634,1
12.7256,2.0774,0.7197,0.364,45.432,124.04,1
67.3393,2.8727,0.2373,0.1213,0.4888,283.35,1
85.926,3.5283,0.1849,0.0958,10.005,276.343,1
53.3538,2.7059,0.2657,0.1388,1.0329,179.666,1
14.6323,2.3243,0.6825,0.4052,74.7762,95.6557,1
39.0881,2.9393,0.2944,0.1639,43.0747,76.7265,1
20.5693,2.3829,0.5217,0.3002,13.8912,172.662,1
29.3521,2.3802,0.3583,0.1812,47.1879,107.699,1
73.5502,3.4502,0.1794,0.1005,2.0523,187.299,1
24.2239,2.2028,0.6771,0.348,90.0,90.1881,1
58.7751,2.9261,0.4197,0.2258,0.2638,316.403,1
52.117,3.4301,0.1932,0.1165,1.9066,231.783,1
39.7973,2.8296,0.2665,0.1355,4.4105,186.205,1
53.6197,2.6201,0.3885,0.2458,5.4254,287.834,1
88.7452,3.6021,0.185,0.1104,3.4725,288.938,1
80.8324,3.1641,0.1995,0.1032,6.6579,248.532,1
25.4788,2.616,0.4286,0.2845,87.3998,263.865,1
38.8604,2.8946,0.311,0.1931,5.8146,141.765,1
30.0267,2.4955,0.4153,0.2157,39.1621,50.6581,1
30.858,2.9053,0.3358,0.1785,1.0274,175.253,1
24.4714,2.0273,0.7136,0.3897,43.301,214.197,1
23.556,2.3191,0.4652,0.2662,1.5306,179.952,1
37.8655,3.0372,0.3185,0.1859,0.759,161.449,1
57.5809,2.6684,0.3519,0.177,6.463,219.962,1
33.8599,2.5159,0.4451,0.2302,7.0281,204.82,1
43.6077,2.7818,0.3603,0.1893,11.5544,228.715,1
32.3414,2.7466,0.4014,0.2213,9.1118,247.191,1
13.0322,2.1319,0.7601,0.4686,9.83,65.771,1
39.8486,2.6726,0.3146,0.1605,2.2185,186.481,1
34.1804,2.451,0.3434,0.1929,27.156,155.731,1
12.9823,2.0846,0.749,0.4074,66.0433,168.265,1
22.075,2.0917,0.7449,0.4575,8.897,167.993,1
44.2941,2.4322,0.61,0.3789,47.561,352.882,1
27.254,2.7948,0.3962,0.2045,3.7435,188.881,1
23.2007,2.2788,0.5579,0.2921,30.7414,52.9858,1
37.5684,2.633,0.298,0.1548,10.117,173.052,1
24.3145,2.3953,0.6076,0.4326,25.4615,140.585,1
18.787,2.4778,0.589,0.3544,28.2602,91.751,1
17.6969,2.2253,0.5417,0.3006,25.6011,172.146,1
35.9941,2.9666,0.2613,0.1496,4.761,151.185,1
26.5768,2.6684,0.3369,0.1749,17.599,133.29,1
90.6506,3.9078,0.1512,0.0766,0.568,346.733,1
18.9556,2.1804,0.7591,0.4653,59.64,111.59,1
67.9645,2.8639,0.3502,0.1963,10.2801,234.708,1
19.5502,2.3201,0.6077,0.3421,17.368,173.394,1
23.6759,2.5072,0.3733,0.1975,3.9228,98.0092,1
84.9925,3.3775,0.221,0.1386,0.546,385.825,1
45.635,3.0761,0.2375,0.1515,8.357,199.559,1
26.9333,2.5447,0.408,0.2126,32.125,64.3195,1
74.2408,3.8022,0.1599,0.0837,6.4966,240.349,1
15.4388,2.4472,0.6464,0.3482,24.1697,143.285,1
62.0023,3.5554,0.1492,0.0792,0.505,204.325,1
43.8482,3.3698,0.2168,0.1146,3.636,226.592,1
69.0585,3.5735,0.1332,0.0709,1.548,251.884,1
83.7192,3.4447,0.2619,0.1783,5.007,361.508,1
39.3744,3.2118,0.2162,0.1084,4.823,155.243,1
40.6292,2.679,0.3162,0.1644,11.7327,225.199,1
24.5455,2.3589,0.512,0.3304,35.1981,256.196,1
87.5724,3.8825,0.155,0.0783,5.917,246.523,1
20.0029,2.4141,0.5241,0.3064,44.832,53.3248,1
72.3105,3.049,0.2144,0.1184,0.064,247.025,1
63.7096,3.124,0.1924,0.0966,0.2853,220.157,1
49.9108,2.8079,0.2786,0.1564,21.104,252.329,1
42.2999,2.4764,0.3472,0.1753,11.1493,163.001,1
54.2229,3.3312,0.18,0.0921,7.4935,204.327,1
91.1548,3.9472,0.1386,0.0707,4.456,350.53,1
30.1875,2.6212,0.7033,0.4988,31.0894,363.867,1
13.594,2.273,0.8213,0.4133,54.213,102.126,1
16.2944,2.2175,0.6061,0.3121,81.919,182.046,1
116.124,4.2843,0.076,0.0412,3.325,298.116,1
29.1329,2.7003,0.3908,0.1964,1.2986,96.2698,1
33.6189,2.4713,0.4662,0.2584,11.7369,237.232,1
21.5228,2.4949,0.5408,0.3152,4.725,222.615,1
63.6422,2.8938,0.3946,0.288,2.231,271.861,1
27.5481,2.3473,0.4494,0.2315,3.686,196.064,1
38.0261,2.6875,0.4004,0.231,13.0541,146.565,1
34.105,2.5321,0.4552,0.2746,12.8796,194.693,1
62.6891,2.6527,0.2692,0.139,11.0895,291.289,1
20.503,2.3627,0.4772,0.2712,11.4507,153.191,1
30.6055,2.8407,0.2857,0.1465,7.5782,142.221,1
76.58,3.1535,0.2788,0.1717,5.9878,300.375,1
39.6265,3.2002,0.2983,0.2034,37.8821,42.9706,1
63.4156,3.2537,0.2175,0.109,5.719,240.242,1
17.2438,2.1673,0.5646,0.3231,18.272,190.922,1
68.6236,3.8632,0.1133,0.0569,3.3842,207.298,1
36.4381,2.7679,0.3157,0.1783,3.596,154.992,1
76.3259,3.288,0.1947,0.1239,3.6015,260.839,1
12.9582,2.0846,0.7407,0.4568,54.137,139.361,1
95.271,3.8555,0.1594,0.0852,2.211,368.716,1
42.0042,3.1136,0.271,0.1474,7.672,268.331,1
29.8242,2.7139,0.3594,0.1961,11.359,74.4211,1
38.5154,2.8885,0.3116,0.1816,9.826,225.185,1
49.0132,2.9472,0.2202,0.1191,4.9034,161.73,1
12.7148,2.1351,0.7179,0.37,11.412,203.499,1
19.7083,2.5717,0.4316,0.2319,10.4413,224.014,1
31.9613,2.7024,0.4226,0.247,20.144,219.631,1
18.2209,2.4224,0.4612,0.2325,3.7849,189.153,1
75.8726,3.3515,0.2039,0.12,7.21,225.287,1
49.3869,3.0519,0.2396,0.1247,5.7179,254.742,1
27.8701,3.1041,0.2526,0.1341,18.606,133.023,1
76.6189,3.6042,0.1833,0.0932,1.2024,218.214,1
50.4384,2.7597,0.2957,0.1557,6.013,156.315,1
29.1024,2.6196,0.3169,0.1597,31.366,89.4316,1
26.9438,2.5192,0.348,0.18,1.1222,234.542,1
82.2887,3.5923,0.1744,0.0904,0.5058,322.709,1
28.9066,2.6425,0.3462,0.1948,23.9718,164.343,1
26.52,2.3324,0.6047,0.3698,82.1614,233.695,1
20.7722,2.3064,0.4889,0.2494,23.675,154.8,1
85.1125,3.6711,0.1177,0.0619,1.627,243.701,1
39.9975,3.268,0.1991,0.1001,13.039,109.174,1
22.014,2.6508,0.4313,0.2246,17.1919,91.2358,1
112.464,3.1564,0.2023,0.1308,4.728,170.058,1
34.7947,2.7645,0.3147,0.1677,5.3643,213.628,1
25.6507,2.6527,0.4672,0.257,0.653,153.392,1
29.4605,2.4378,0.4526,0.2427,5.9093,72.0692,1
29.5483,2.3883,0.4908,0.2965,20.7634,219.026,1
32.7961,2.527,0.4487,0.2749,23.5485,129.148,1
28.2476,2.6444,0.4286,0.2438,9.5917,122.118,1
77.6812,2.9082,0.2224,0.1143,5.538,256.647,1
24.7413,2.3892,0.4571,0.2796,78.901,156.78,1
13.6728,2.3775,0.847,0.4927,14.071,92.8876,1
35.5935,3.2638,0.2414,0.1446,10.241,132.902,1
56.6694,2.9151,0.2468,0.1283,16.9157,251.415,1
35.3385,2.5894,0.3887,0.2381,50.497,131.336,1
48.2341,2.74,0.3385,0.2047,3.616,163.201,1
32.3688,2.4728,0.4411,0.2643,19.01,134.044,1
36.9483,2.74,0.3185,0.1665,14.432,225.275,1
32.4232,2.842,0.305,0.1619,23.7956,212.005,1
42.468,2.9985,0.2037,0.1029,12.219,203.906,1
18.7087,2.2999,0.4862,0.2431,73.163,206.962,1
33.1342,2.4456,0.4229,0.2204,22.9622,252.877,1
27.839,2.3414,0.4374,0.221,2.843,172.756,1
26.2966,2.8633,0.3219,0.1979,10.619,160.251,1
84.6457,2.5315,0.4294,0.2221,2.259,318.73,1
42.6872,2.8482,0.2298,0.1213,3.732,238.442,1
41.1112,2.9506,0.2387,0.1238,10.6379,161.199,1
44.6242,2.8466,0.2206,0.1203,8.758,155.424,1
73.28,3.8598,0.1554,0.0785,1.0024,230.907,1
24.3173,2.3493,0.5011,0.2975,2.0464,175.212,1
20.8872,2.3454,0.5463,0.2867,10.3786,160.838,1
64.447,2.932,0.2105,0.1129,18.364,120.433,1
85.7031,3.7542,0.1578,0.088,0.358,265.24,1
19.7969,2.0952,0.747,0.4137,77.4,195.272,1
28.6176,2.7348,0.2983,0.174,59.415,118.507,1
37.1289,2.6628,0.3087,0.1707,14.16,277.379,1
56.5201,2.3766,0.4244,0.2248,7.327,159.928,1
21.5141,2.5211,0.4096,0.2214,10.089,106.854,1
66.0336,2.4983,0.4794,0.2429,6.638,283.831,1
45.6761,3.2469,0.2215,0.1124,9.1708,102.7,1
54.5413,2.6449,0.4507,0.2435,14.244,327.874,1
64.054,2.9566,0.4133,0.2238,4.1447,317.994,1
59.5565,3.0368,0.2618,0.1493,1.3614,283.871,1
43.0994,2.7239,0.3362,0.2125,7.5064,137.891,1
21.6479,2.2553,0.6389,0.3194,45.725,47.0268,1
77.4354,3.1682,0.224,0.1191,43.174,70.0772,1
27.6996,2.7016,0.4453,0.2594,26.6481,222.431,1
57.1477,3.4273,0.1525,0.0817,7.966,199.142,1
22.7217,2.6112,0.4162,0.2142,39.6495,161.735,1
39.1912,2.8716,0.2675,0.1526,2.992,225.822,1
75.8366,3.4842,0.1627,0.0874,0.2581,293.28,1
92.2151,3.4681,0.112,0.0577,2.474,248.102,1
78.6617,3.4344,0.167,0.0936,5.902,298.095,1
20.1725,2.4639,0.4227,0.2491,11.081,136.437,1
19.9609,2.2878,0.6186,0.3325,9.768,190.531,1
70.6864,2.9523,0.2333,0.1267,28.0147,234.74,1
32.115,2.4735,0.4672,0.2437,7.1086,168.517,1
28.3107,2.7612,0.3224,0.1742,4.714,249.986,1
31.0261,2.688,0.2954,0.1508,5.614,114.424,1
20.4751,2.3883,0.5603,0.3701,10.796,194.27,1
229.817,2.2934,0.4733,0.2672,73.975,118.247,1
110.815,3.0588,0.1782,0.1009,1.7722,266.675,1
49.3016,2.8546,0.2697,0.1572,13.2921,270.097,1
92.3105,3.9111,0.1333,0.0668,0.675,339.27,1
21.9932,2.1931,0.5577,0.3109,42.753,103.939,1
70.6035,2.9673,0.1951,0.0997,8.2868,234.713,1
16.5068,2.243,0.5943,0.3457,36.3007,126.345,1
50.9109,3.0364,0.2336,0.1448,10.865,178.532,1
30.8293,2.8075,0.2679,0.1394,16.393,209.02,1
23.133,2.2856,0.6425,0.3446,12.164,158.306,1
13.1053,2.1383,0.7709,0.4618,67.9698,122.004,1
105.125,2.7177,0.4559,0.3209,8.648,332.175,1
48.0293,2.7832,0.3855,0.21,2.397,199.141,1
30.531,2.9602,0.2816,0.1452,9.189,204.08,1
20.5008,2.2055,0.7414,0.3769,88.4189,170.495,1
25.0758,2.5139,0.4257,0.2251,80.2386,161.632,1
118.747,3.8326,0.1126,0.0595,3.2776,211.737,1
48.7737,2.9196,0.2058,0.1053,5.401,184.114,1
28.0095,2.3997,0.4263,0.2371,17.516,147.412,1
22.4678,2.2418,0.7564,0.4327,0.0,297.593,1
22.0729,2.2999,0.4962,0.2632,38.1238,228.808,1
18.7617,2.1383,0.7636,0.4764,56.5174,96.4994,1
20.2919,2.6004,0.4768,0.2999,22.438,86.1205,1
22.8676,2.5289,0.4734,0.3003,26.988,155.216,1
22.4992,2.2625,0.5683,0.3415,26.9489,225.367,1
20.1959,2.2889,0.4679,0.2442,26.193,136.41,1
35.6138,2.3355,0.485,0.2748,13.759,171.148,1
13.1104,2.1477,0.79,0.5089,20.531,118.241,1
45.2838,3.3893,0.2395,0.1202,3.777,216.952,1
27.4172,2.6853,0.3756,0.2095,6.083,172.048,1
90.3757,2.9863,0.2559,0.1409,7.803,207.116,1
45.563,2.7392,0.3099,0.1632,8.2167,171.72,1
36.4971,2.6924,0.3452,0.1898,7.444,184.867,1
65.9566,2.7455,0.3019,0.1518,4.151,257.017,1
40.7829,3.049,0.2841,0.1487,2.011,177.4,1
81.2829,3.3507,0.235,0.1215,4.074,295.106,1
23.7453,2.4057,0.5383,0.2731,32.932,209.954,1
23.8461,2.5453,0.3476,0.2009,2.288,107.604,1
36.3008,3.1002,0.2414,0.1282,0.83,210.918,1
22.3887,2.7547,0.4908,0.2735,52.3737,37.9962,1
65.7116,3.2163,0.1817,0.0939,0.32,193.564,1
90.2341,3.6075,0.2286,0.1362,4.712,327.496,1
41.375,2.8848,0.3077,0.1545,1.0421,237.065,1
47.2509,2.7316,0.4045,0.2421,4.787,155.237,1
19.9964,2.8079,0.523,0.3183,3.6905,133.652,1
76.2191,3.5086,0.2257,0.1164,1.1725,277.488,1
40.0358,3.187,0.2165,0.1284,0.636,156.184,1
28.8208,2.6439,0.3383,0.1918,16.6,195.314,1
33.9312,2.8142,0.3021,0.1664,9.6812,134.475,1
21.2198,2.2405,0.5517,0.3017,53.7221,130.935,1
18.7599,2.4479,0.5419,0.3084,18.587,114.086,1
26.5845,2.8848,0.3494,0.1936,45.538,67.5754,1
42.8365,3.0304,0.2527,0.131,0.1562,197.162,1
58.8321,3.5898,0.1497,0.0817,4.0456,237.392,1
97.5815,3.6148,0.1971,0.1103,0.4193,294.581,1
19.9009,2.273,0.7893,0.4133,70.729,240.525,1
107.858,3.9914,0.1273,0.0678,0.0791,350.842,1
76.3542,3.4768,0.1581,0.0799,9.308,161.4,1
30.6251,2.842,0.2906,0.1835,18.895,257.776,1
27.1759,2.6735,0.4539,0.2492,15.737,160.385,1
35.7817,3.2838,0.2461,0.1288,1.5398,192.401,1
34.6114,2.7774,0.3506,0.2262,1.5901,250.027,1
28.5834,2.6075,0.3852,0.1938,5.0486,71.4573,1
29.4962,2.6604,0.3366,0.2,12.2232,135.64,1
85.6098,3.5868,0.1906,0.0998,0.864,312.348,1
21.0242,2.0149,0.6957,0.3527,47.2668,152.297,1
36.4708,2.8588,0.292,0.146,17.3992,175.091,1
47.2516,2.8882,0.2665,0.1365,1.74,260.77,1
23.1901,2.3304,0.6589,0.3575,51.965,191.678,1
37.1373,2.6096,0.2998,0.156,11.6063,166.829,1
12.9695,2.0952,0.747,0.4217,32.761,97.0673,1
57.1241,2.9903,0.2065,0.1099,30.645,179.502,1
33.0524,2.7675,0.3467,0.1904,10.977,138.278,1
79.0219,3.0416,0.3289,0.1922,1.202,330.15,1
93.6809,4.2222,0.0694,0.0355,4.961,139.803,1
12.8312,2.1775,0.711,0.4219,21.9904,240.351,1
20.8879,2.4857,0.3987,0.2075,58.144,46.48,1
37.304,2.8058,0.2361,0.1196,4.3,145.666,1
33.2144,3.135,0.3401,0.2019,1.2333,176.45,1
107.725,2.9738,0.2188,0.1184,1.5131,345.521,1
98.5389,3.9546,0.1221,0.0623,3.0657,310.751,1
76.6358,3.4706,0.1533,0.0848,2.83,282.482,1
20.9356,2.1945,0.7476,0.4249,24.9416,201.145,1
13.3114,2.2109,0.7877,0.4031,74.796,156.879,1
66.9998,3.3536,0.1511,0.0826,0.8728,244.338,1
22.9579,2.5051,0.5406,0.3703,17.6252,171.09,1
39.87,2.4969,0.2898,0.1576,20.4225,131.925,1
18.5571,2.415,0.6192,0.325,13.1194,132.062,1
22.3325,2.721,0.4278,0.2367,24.413,146.984,1
28.0212,2.7731,0.4132,0.2184,4.797,198.176,1
24.0622,2.705,0.3925,0.2554,8.065,158.02,1
62.1595,3.4442,0.1327,0.0739,6.3446,184.737,1
36.6913,2.7623,0.3509,0.1858,69.125,105.144,1
26.8614,2.6488,0.4422,0.2548,18.3524,105.913,1
25.6327,2.2467,0.4533,0.2521,0.5897,93.9143,1
57.0949,3.9299,0.1334,0.0716,24.826,78.1423,1
46.0224,2.5832,0.3238,0.1841,28.8406,160.69,1
24.3134,2.4354,0.3376,0.1817,11.9691,171.53,1
13.0074,2.1658,0.7782,0.5222,79.7945,47.491,1
31.8121,2.6781,0.3085,0.1543,1.1657,110.677,1
26.4593,2.6937,0.33,0.167,2.407,171.907,1
27.6587,2.6721,0.3596,0.2032,24.5664,190.287,1
74.9258,3.1269,0.2247,0.1161,3.5,241.857,1
27.3848,2.4778,0.5724,0.2912,6.383,153.617,1
29.2513,2.4836,0.4729,0.2414,20.13,180.921,1
70.6084,2.9877,0.1574,0.0818,68.6708,181.569,1
20.5155,2.2405,0.6322,0.3592,82.7705,218.241,1
27.5391,3.0775,0.3522,0.2028,12.206,104.883,1
61.9634,2.9489,0.2947,0.1558,3.9656,233.15,1
74.9131,2.9542,0.3378,0.1972,0.3194,384.822,1
20.8308,2.4338,0.4899,0.2597,86.2162,149.012,1
20.8219,2.8182,0.3906,0.2166,7.4814,204.29,1
50.3422,2.5629,0.3639,0.1874,8.78,244.227,1
20.8855,2.2343,0.7289,0.3878,8.3002,135.243,1
13.2918,2.3064,0.8296,0.5358,77.1591,125.53,1
37.8325,2.5587,0.6906,0.4489,64.525,379.307,1
20.2874,2.2227,0.6168,0.3503,11.804,214.697,1
23.0951,2.5328,0.4985,0.3182,12.434,103.323,1
19.7354,2.4914,0.5258,0.3306,10.303,129.754,1
21.5568,2.451,0.5133,0.2814,6.2216,163.285,1
29.9486,2.7332,0.4233,0.2597,0.275,136.596,1
38.9482,2.5378,0.3246,0.1754,26.7113,151.616,1
90.3742,3.0613,0.2188,0.1116,3.825,242.765,1
105.305,2.9963,0.2451,0.1427,4.985,310.321,1
67.9088,3.8,0.1586,0.088,5.515,236.664,1
23.2649,2.4742,0.4128,0.2232,32.049,155.821,1
24.0436,2.4133,0.4788,0.3185,39.472,43.9697,1
38.0484,2.8785,0.3294,0.1753,2.035,268.295,1
24.0709,2.7987,0.4674,0.2679,16.2665,44.7636,1
31.3405,2.6721,0.4021,0.2521,4.2591,172.568,1
64.7015,2.7931,0.2448,0.1312,3.712,234.037,1
54.623,3.0899,0.1854,0.0996,11.24,235.292,1
40.4373,2.5257,0.4083,0.237,10.995,157.783,1
32.2216,2.8357,0.3182,0.1613,26.4593,197.341,1
28.5206,2.5119,0.5508,0.2754,5.435,204.554,1
49.1324,3.1209,0.2233,0.1185,3.009,162.406,1
64.0613,2.9042,0.3304,0.1677,5.813,288.478,1
60.4789,2.837,0.2358,0.1259,1.7725,130.101,1
28.7412,2.5809,0.4147,0.2375,23.5268,189.489,1
28.3317,2.3531,0.4789,0.2461,36.8299,88.4856,1
61.0521,3.4939,0.2405,0.1493,7.181,326.479,1
56.8378,3.2019,0.1796,0.0927,3.022,245.844,1
29.5501,2.3483,0.6278,0.4058,17.6342,108.786,1
20.4023,2.055,0.696,0.3833,34.5528,95.1519,1
32.8576,2.8341,0.3223,0.2103,57.3468,19.888,1
28.4342,2.945,0.3326,0.1674,19.601,159.668,1
24.8354,2.3222,0.3762,0.1929,31.7177,215.809,1
90.5978,3.3461,0.137,0.0814,8.936,262.779,1
30.0611,2.5798,0.2895,0.1513,16.3955,262.316,1
100.607,3.3503,0.1567,0.0828,1.2458,312.22,1
20.3447,2.1287,0.7435,0.3755,46.8416,249.867,1
101.632,4.2366,0.0676,0.034,3.602,256.051,1
43.8989,3.4351,0.1333,0.0666,57.981,144.261,1
14.2556,2.3201,0.6986,0.3565,63.8003,117.127,1
69.865,3.207,0.2086,0.1065,3.4938,274.627,1
24.5507,2.776,0.4288,0.2672,39.1194,216.39,1
38.7822,2.8537,0.2437,0.1296,5.733,166.524,1
12.9956,2.2317,0.7507,0.4252,72.4972,202.044,1
104.156,2.935,0.2857,0.1643,0.8358,333.468,1
23.8423,2.3838,0.4132,0.2169,31.192,233.835,1
33.3814,2.7088,0.4692,0.2727,2.087,178.577,1
12.42,2.081,0.6805,0.3527,42.4922,176.011,1
44.932,2.5883,0.3252,0.1871,10.503,160.204,1
35.7518,3.0011,0.2145,0.1222,15.4842,200.751,1
80.5656,3.5804,0.1645,0.0932,0.3452,266.336,1
74.7577,3.684,0.1675,0.0856,0.8433,252.295,1
32.1296,2.8126,0.3587,0.1994,1.325,219.449,1
18.5317,2.2041,0.575,0.3094,26.6697,205.578,1
30.401,2.7324,0.2759,0.1657,11.3638,127.633,1
90.6632,2.5085,0.462,0.231,18.453,297.048,1
35.552,2.7222,0.3848,0.2171,85.3816,27.794,1
131.487,2.8954,0.3079,0.1622,2.915,262.948,1
53.7352,2.8199,0.1893,0.0961,11.7065,203.392,1
40.5427,3.0199,0.2464,0.138,21.1203,175.379,1
113.975,2.8856,0.3084,0.1594,0.804,333.774,1
80.0204,2.8031,0.3682,0.2227,1.824,276.127,1
23.4801,2.1414,0.7653,0.4079,63.095,229.66,1
22.9883,2.2148,0.5732,0.3384,16.843,113.019,1
50.2148,2.7063,0.2852,0.1485,9.088,175.637,1
12.893,2.3107,0.7384,0.3888,78.5401,198.152,1
25.8068,2.4836,0.5287,0.2808,30.6401,229.404,1
89.5444,3.5707,0.1827,0.0963,2.459,278.635,1
21.3232,2.6871,0.4111,0.2292,6.2738,199.007,1
49.1157,2.8309,0.2745,0.1557,2.2065,154.529,1
34.6369,2.8414,0.2882,0.1448,2.9067,230.049,1
30.0924,2.3054,0.5495,0.2896,29.8227,127.261,1
42.5405,2.7892,0.2729,0.1405,7.963,245.074,1
26.8316,2.4807,0.357,0.1835,71.3012,173.751,1
